txid	taxo1	taxo2
2	Bacteria	Bacteria__txid2
137	Spirochaetes	Spirochaetes_Spirochaetaceae_txid137
166	Spirochaetes	Spirochaetes_Treponema_sp_txid166
872	Desulfobacterota	Desulfobacterota_Desulfovibrio_sp_txid872
873	Desulfobacterota	Desulfobacterota_Desulfovibrio_africanus_txid873
876	Desulfobacterota	Desulfobacterota_Desulfovibrio_desulfuricans_ND132_txid876
885	Desulfobacterota	Desulfobacterota_Desulfovibrio_sp_txid885
889	Desulfobacterota	Desulfobacterota_Desulfovibrio_longus_DSM6739_txid889
892	Desulfobacterota	Desulfobacterota_Desulfuromonas_sp_txid892
893	Desulfobacterota	Desulfobacterota_Desulfobulbus_txid893
894	Desulfobacterota	Desulfobacterota_Desulfobulbus_propionicus_DSM2032_txid894
895	Desulfobacterota	Desulfobacterota_Desulfobulbus_sp_MAG_6_1_txid895
899	Desulfobacterota	Desulfobacterota_Desulfomicrobium_baculatum_DSM4028_txid899
976	Bacteroidetes	Bacteroidetes__txid976
989	Bacteroidetes	Bacteroidetes_Marinilabilia_salmonicolor_160A_txid989
1090	Chlorobi	Chlorobi__txid1090
1102	Desulfobacterota	Desulfobacterota_Desulfopila_aestuarii_DSM18488_txid1102
1485	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_sp_txid1485
1534	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_kluyveri_JZZ_txid1534
1557	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_litorale_W6_DSM5388_txid1557
1563	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_orientis_Singapore_I_DSM765_txid1563
1760	Actinobacteria	Actinobacteria__txid1760
2157	Archaea	Archaea__txid2157
2191	Euryarchaeota	Euryarchaeota_Methanomicrobiales_txid2191
2193	Euryarchaeota	Euryarchaeota_Methanocorpusculum_parvum_XII_txid2193
2201	Euryarchaeota	Euryarchaeota_Methanofollis_liminatans_GKZPZ_txid2201
2202	Euryarchaeota	Euryarchaeota_Methanospirillum_txid2202
2226	Euryarchaeota	Euryarchaeota_Methanococcoides_methylutens_TMA-10_txid2226
2261	Thermococci	Thermococci_Pyrococcus_furiosus_COM1_txid2261
2289	Desulfobacterota	Desulfobacterota_Desulfobacter_sp_ARS36_txid2289
2323	Bacteria	Bacteria__txid2323
2357	Desulfobacterota	Desulfobacterota_Desulfomonilaceae_txid2357
2358	Desulfobacterota	Desulfobacterota_Desulfomonile_tiedjei_DCB-1_DSM6799_txid2358
2374	Firmicutes-Clostridia	Firmicutes-Clostridia_Acetonema_longum_DSM6540_txid2374
28211	Alphaproteobacteria	Alphaproteobacteria__txid28211
28221	Desulfobacterota	Desulfobacterota__txid28221
28231	Desulfobacterota	Desulfobacterota_Geobacter_sp_txid28231
28232	Desulfobacterota	Desulfobacterota_Geobacter_metallireducens_GS-15_txid28232
28890	Euryarchaeota	Euryarchaeota__txid28890
29371	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_termitidis_CT1112_DSM5398_txid29371
29503	Desulfobacterota	Desulfobacterota_Desulfomicrobium_escambiense_DSM10707_txid29503
31989	Alphaproteobacteria	Alphaproteobacteria_Rhodobacteraceae_txid31989
35554	Desulfobacterota	Desulfobacterota_Geobacter_sulfurreducens_PCA_txid35554
35825	Firmicutes-Clostridia	Firmicutes-Clostridia_Pseudobacteroides_cellulosolvens_ATCC_35603_DSM2933_txid35825
35830	Firmicutes-Clostridia	Firmicutes-Clostridia_Hungateiclostridium_cellulolyticum_CD2_txid35830
35837	Desulfobacterota	Desulfobacterota_Desulfacinum_infernum_DSM9756_txid35837
36854	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfitodehalogenans_JWIU-DC1_txid36854
37452	Bacteroidetes	Bacteroidetes__txid37452
38026	Euryarchaeota	Euryarchaeota_Methanolobus_vulcani_PL_12M_txid38026
38064	Euryarchaeota	Euryarchaeota_Methanomicrobiales_txid38064
38780	Spirochaetes	Spirochaetes_Spirochaetaceae_txid38780
39779	Firmicutes	Firmicutes_Eubacteriales_txid39779
43775	Desulfobacterota	Desulfobacterota_Syntrophus_gentianae_HQG1_txid43775
45456	Desulfobacterota	Desulfobacterota__txid45456
45989	Euryarchaeota	Euryarchaeota_Methanoculleus_txid45989
46610	Desulfobacterota	Desulfobacterota_Geobacter_sp_txid46610
48256	Firmicutes	Firmicutes_Ruminiclostridium_hungatei_DSM14427_txid48256
51195	Desulfobacterota	Desulfobacterota_Desulfofustis_glycolicus_DSM9705_txid51195
51197	Firmicutes	Firmicutes_Syntrophobotulus_glycolicus_DSM8271_txid51197
52560	Desulfobacterota	Desulfobacterota_Desulfomicrobium_apsheronum_DSM5918_txid52560
52561	Desulfobacterota	Desulfobacterota_Desulfomicrobium_norvegicum_DSM1741_txid52561
53245	Desulfobacterota	Desulfobacterota_Desulfonatronovibrio_hydrogenovorans_DSM9292_txid53245
53318	Desulfobacterota	Desulfobacterota_Desulfocapsaceae_bacteria00193_txid53318
53329	Desulfobacterota	Desulfobacterota_Desulfospira_joergensenii_DSM10085_txid53329
54767	Desulfobacterota	Desulfobacterota_Desulfovibrio_indonesiensis_P37SLT_txid54767
55583	Firmicutes	Firmicutes_Dehalobacter_restrictus_DSM9455_txid55583
56780	Desulfobacterota	Desulfobacterota_Syntrophus_aciditrophicus_SB_txid56780
57040	Desulfobacterota	Desulfobacterota_Malonomonas_rubra_txid57040
57320	Desulfobacterota	Desulfobacterota_Pseudodesulfovibrio_profundus_500-1_txid57320
60035	Desulfobacterota	Desulfobacterota_Geobacter_bremensis_R1_txid60035
60036	Desulfobacterota	Desulfobacterota_Geobacter_pelophilus_Drf2_txid60036
61435	Chloroflexota	Chloroflexota_Dehalococcoides_mccartyi_DCMB5_txid61435
63560	Desulfobacterota	Desulfobacterota_Desulfovibrio_oxyclinae_DSM11498_txid63560
66849	Desulfobacterota	Desulfobacterota_Desulfonatronum_lacustre_Z-7951_DSM10312_txid66849
68525	Bacteria	Bacteria__txid68525
71518	Euryarchaeota	Euryarchaeota_Methanocorpusculum_bavaricum_DSM4179_txid71518
78537	Unclassified	Unclassified_Unclassified_txid78537
84086	Firmicutes	Firmicutes_Firmicutes_txid84086
88274	Desulfobacterota	Desulfobacterota_NaphS2_txid88274
90730	Desulfobacterota	Desulfobacterota_Desulfosarcina_cetonica_JCM12296_txid90730
90732	Desulfobacterota	Desulfobacterota_Desulfobacula_phenolica_Ph01_txid90732
94695	Euryarchaeota	Euryarchaeota_Methanosarcinales_txid94695
100134	Firmicutes	Firmicutes_Clostridium_xylanovorans_DSM12503_txid100134
101192	Euryarchaeota	Euryarchaeota_Methanomethylovorans_hollandica_DSM15978_txid101192
102109	Desulfobacterota	Desulfobacterota_Desulfovibrio_inopinatus_DSM10711_txid102109
109258	Desulfobacterota	Desulfobacterota_Desulfacinum_hydrothermale_DSM13146_txid109258
115781	Desulfobacterota	Desulfobacterota_Desulfotignum_balticum_Sax-T_txid115781
122706	Desulfobacterota	Desulfobacterota_BSN033_txid122706
125602	Desulfobacterota	Desulfobacterota_Desulfococcus_biacutus_KMRActS_txid125602
142877	Firmicutes	Firmicutes_Desulfitometallireducens_853-15A_txid142877
146479	Desulfobacterota	Desulfobacterota_OalgD1a_txid146479
146907	Firmicutes	Firmicutes_Desulfitosp_PCE1_txid146907
157842	Desulfobacterota	Desulfobacterota_Desulfofaba_hansenii_P1_txid157842
159290	Desulfobacterota	Desulfobacterota_Desulfonatronum_thiodismutans_MLF-1_txid159290
160661	Desulfobacterota	Desulfobacterota_Desulfobulbus_mediterraneus_DSM13871_txid160661
171549	Bacteroidetes	Bacteroidetes_Bacteroidales_txid171549
182210	Desulfobacterota	Desulfobacterota_Desulfovibrio_aespoeensis_Aspo-2_txid182210
182623	Desulfobacterota	Desulfobacterota_Smithellaceae_fen-1166_2757320507_txid182623
185291	Bacteroidetes	Bacteroidetes_Bacteroidales_txid185291
186801	Firmicutes	Firmicutes_Clostridia_txid186801
186802	Firmicutes	Firmicutes_Clostridiales_txid186802
186807	Firmicutes	Firmicutes_Peptococcaceae_txid186807
188229	Desulfobacterota	Desulfobacterota_Olavius_algarvensis_Delta_1_txid188229
189774	Chloroflexota	Chloroflexota__txid189774
189778	Nitrospirae	Nitrospirae_Nitrospirales_txid189778
190898	Desulfobacterota	Desulfobacterota_Desulfotignum_phosphitoxidans_FiPS-3_txid190898
194924	Desulfobacterota	Desulfobacterota_Desulfovibrionaceae_txid194924
196490	Alphaproteobacteria	Alphaproteobacteria_Bradyrhizobium_sp_Ai1a-2_K288DRAFT_txid196490
200379	Actinobacteria	Actinobacteria_Lentzea_flaviverrucosa_strain_CGMCC_4578_txid200379
200643	Bacteroidetes	Bacteroidetes__txid200643
200795	Chloroflexota	Chloroflexota__txid200795
201174	Actinobacteria	Actinobacteria__txid201174
203682	Planctomycetes	Planctomycetes__txid203682
213115	Desulfobacterota	Desulfobacterota_Desulfovibrionales_txid213115
213118	Desulfobacterota	Desulfobacterota_Desulfobacterales_txid213118
213119	Desulfobacterota	Desulfobacterota_Desulfobacteraceae_txid213119
213121	Desulfobacterota	Desulfobacterota_Desulfobulbaceae_txid213121
213422	Desulfobacterota	Desulfobacterota_Geobacterales_txid213422
213431	Desulfobacterota	Desulfobacterota_Desulfuromonadales_txid213431
213462	Desulfobacterota	Desulfobacterota_Syntrophobacterales_txid213462
213465	Desulfobacterota	Desulfobacterota_Syntrophobacteraceae_txid213465
213495	Desulfobacterota	Desulfobacterota_Myxococcota_UBA9042-M_DeepCast_400m_m1_331_txid213495
219748	Firmicutes	Firmicutes_Clostridium_tunisiense_txid219748
224756	Euryarchaeota	Euryarchaeota_Methanomicrobia_txid224756
225194	Desulfobacterota	Desulfobacterota_Geobacter_bemidjiensis_Bem_txid225194
225196	Desulfobacterota	Desulfobacterota_Geopsychrobacter_electrodiphilus_DSM16401_txid225196
225352	Desulfobacterota	Desulfobacterota_Geobacteraceae_txid225352
229920	Chloroflexota	Chloroflexota_Leptolinea_tardivitalis_YMTK-2_txid229920
231447	Desulfobacterota	Desulfobacterota_Desulfobulbus_japonicus_DSM18378_txid231447
231684	Desulfobacterota	Desulfobacterota_Desulfobacteraceae_txid231684
231685	Desulfobacterota	Desulfobacterota_Desulfovibrionaceae_txid231685
231686	Desulfobacterota	Desulfobacterota_Desulfobulbaceae_txid231686
233055	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfitodichloroeliminans_LMG_P-21439_txid233055
233070	Spirochaetes	Spirochaetes_Spirochaetales_txid233070
241368	Desulfobacterota	Desulfobacterota_Desulfovibrio_ferrophilus_IS5_txid241368
241558	Firmicutes	Firmicutes_Syntrophomonadaceae_txid241558
253239	Firmicutes-Clostridia	Firmicutes-Clostridia_Ethanoligenens_harbinense_txid253239
259063	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_jejuense_DSM15929_txid259063
260707	Desulfobacterota	Desulfobacterota_OalgD4_txid260707
262489	Desulfobacterota	Desulfobacterota_MLMS-1_txid262489
269799	Desulfobacterota	Desulfobacterota_Geobacter_metallireducens_GS-15_txid269799
270496	Desulfobacterota	Desulfobacterota_Desulfovibrio_putealis_DSM16056_txid270496
292625	Chloroflexota	Chloroflexota_Anaerolineae_txid292625
292628	Chloroflexota	Chloroflexota_Anaerolineaceae_txid292628
293256	Desulfobacterota	Desulfobacterota_Desulfovibrio_alkalitolerans_DSM16529_txid293256
301297	Dehalococcoidia	Dehalococcoidia_Dehalococcoidia_txid301297
323259	Euryarchaeota	Euryarchaeota_Methanospirillum_hungatei_JF-1_txid323259
329936	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_lacus_DSM15449_txid329936
339862	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_youngiae_JWYJL-B18_txid339862
345631	Desulfobacterota	Desulfobacterota_Geobacter_argillaceus_ATCC_BAA-1139_txid345631
345632	Desulfobacterota	Desulfobacterota_Geobacter_pickeringii_G13_DSM17153_txid345632
351604	Desulfobacterota	Desulfobacterota_Geobacter_uraniireducens_Rf4_txid351604
358574	Unclassified	Unclassified_2757320501_txid358574
370038	Desulfobacterota	Desulfobacterota_Desulfovibrio_marinus_P48SEP_txid370038
376490	Desulfobacterota	Desulfobacterota_Desulfovibrio_bizertensis_DSM18034_txid376490
395331	Euryarchaeota	Euryarchaeota_Methanoregula_0028_archaea30022_txid395331
404130	Bacteria	Bacteria_Bdellovibrionales_txid404130
408172	Nitrospina	Nitrospina_OMZ_North_Pacific_GP0053648_LPjun08P41300mDRAFT_10032743_txid408172
419481	Desulfobacterota	Desulfobacterota_Desulfoluna_spongiiphila_AA1_txid419481
420950	Euryarchaeota	Euryarchaeota_Methanolobus_psychrophilus_R15_txid420950
426129	Firmicutes-Clostridia	Firmicutes-Clostridia_Alkaliphilus_peptidifermentans_DSM18978_txid426129
426688	Desulfobacterota	Desulfobacterota_OalgD3_txid426688
443143	Desulfobacterota	Desulfobacterota_Geobacter_sp_M18_txid443143
443144	Desulfobacterota	Desulfobacterota_Geobacter_sp_M21_txid443144
444103	Actinobacteria	Actinobacteria_Streptomyces_sp_CNQ-509_txid444103
453228	Desulfobacterota	Desulfobacterota_Desulfarculaceae_191_B12_txid453228
456442	Euryarchaeota	Euryarchaeota_Methanoregula_boonei_6A8_txid456442
456828	Cloacimonetes	Cloacimonetes__txid456828
473814	Planctomycetes	Planctomycetes__txid473814
475088	Euryarchaeota	Euryarchaeota_Methanosphaerula_palustris_E1-9c_txid475088
476652	Firmicutes	Firmicutes_Desulfosporosinus_acididurans_M1_txid476652
487685	Euryarchaeota	Euryarchaeota_Methanolobus_profundi_Mob_M_txid487685
488939	Desulfobacterota	Desulfobacterota_Desulfonatronospira_thiodismutans_ASO3-1_txid488939
508458	Synergistetes	Synergistetes_Synergistetes_txid508458
513556	Desulfobacterota	Desulfobacterota_Syntrophorhabdaceae_txid513556
513557	Desulfobacterota	Desulfobacterota_Syntrophorhabdus_txid513557
555088	Firmicutes	Firmicutes_Dethiobacter_alkaliphilus_AHT_1_txid555088
570266	Euryarchaeota	Euryarchaeota_Methanocella_arvoryzae_MRE50_RC-I_txid570266
570267	Euryarchaeota	Euryarchaeota_Methanocella_paludicola_SANAE_txid570267
610254	Desulfobacterota	Desulfobacterota_Desulfosoma_caldarium_DSM22027_txid610254
617001	Desulfobacterota	Desulfobacterota_Desulfonatronum_thioautotrophicum_ASO4-1_txid617001
617002	Desulfobacterota	Desulfobacterota_Desulfonatronum_thiosulfatophilum_ASO4-2_txid617002
641407	Lentisphaerae	Lentisphaerae__txid641407
654845	Desulfobacterota	Desulfobacterota_Geothermobacter_sp_HR-1_txid654845
663278	Firmicutes	Firmicutes_Ethanoligenens_harbinense_YUAN-3_txid663278
663917	Desulfobacterota	Desulfobacterota_Geobacter_sulfurreducens_KN400_txid663917
666505	Planctomycetes	Planctomycetes_Phycisphaerae_txid666505
668570	Euryarchaeota	Euryarchaeota__txid668570
681398	Bacteroidetes	Bacteroidetes_Paludibacter_jiangxiensis_NM7_txid681398
688163	Bacteria	Bacteria_Nitrospiraceae_txid688163
698986	Desulfobacterota	Desulfobacterota_OalgD1b_txid698986
765699	Alphaproteobacteria	Alphaproteobacteria_Defluviimonas_indica_strain_DSM24802_txid765699
768733	Euryarchaeota	Euryarchaeota_Methanosalsum_natronophilum_MSAO_Arc3_txid768733
860782	Desulfobacterota	Desulfobacterota_Desulfarculaceae_191_B12_txid860782
869804	Desulfobacterota	Desulfobacterota_Syntrophobacteraceae_txid869804
882104	Euryarchaeota	Euryarchaeota_Methanoregula_formicica_SMsp_txid882104
885581	Firmicutes	Firmicutes_Desulfosporosinus_acidophilus_SJ4_txid885581
908809	Firmicutes	Firmicutes_Caloramator_mitchellensis_strain_VF08_ABG79_txid908809
909663	Desulfobacterota	Desulfobacterota_Syntrophorhabdus_aromaticivorans_UI_DSM17771_txid909663
910038	Aminicenantes	Aminicenantes_UBA8522-M_DeepCast_400m_m2_133_txid910038
910041	Aminicenantes	Aminicenantes_OP8_SCGC_AAA252-G05_txid910041
913317	Atribacteria	Atribacteria_OP9_bacterium_SCGC_AAA252-M02_txid913317
913337	Nitrospina	Nitrospina_SCGC_AAA288-L16_txid913337
913865	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_OT_txid913865
941449	Desulfobacterota	Desulfobacterota_Desulfovibrio_sp_X2_txid941449
1005739	Synergistetes	Synergistetes_Synergistaceae_txid1005739
1035120	Desulfobacterota	Desulfobacterota_Deferrisoma_camini_S3R1_txid1035120
1047013	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-A02_txid1047013
1047018	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-F08_txid1047018
1047020	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-G06_txid1047020
1047023	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-J09_txid1047023
1047025	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-J21_txid1047025
1047026	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-K07_txid1047026
1047032	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-O09_txid1047032
1047035	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-O19_txid1047035
1047036	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-P13_txid1047036
1047037	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA252-P19_txid1047037
1047045	Aminicenantes	Aminicenantes_OP8_bacterium_SCGC_AAA255-O15_txid1047045
1047049	Atribacteria	Atribacteria__txid1047049
1047052	Atribacteria	Atribacteria_OP9_bacterium_SCGC_AAA255-N14_txid1047052
1080709	Euryarchaeota	Euryarchaeota_Methanomassiliicoccus_sp_txid1080709
1090322	Euryarchaeota	Euryarchaeota_Methanolobus_tindarius_DSM2278_txid1090322
1092813	Desulfobacterota	Desulfobacterota_Desulfobulbaceae_PR2_D12_txid1092813
1104595	Atribacteria	Atribacteria_OP9_bacterium_SCGC_AB-164-L03_txid1104595
1104597	Atribacteria	Atribacteria_OP9_bacterium_SCGC_AB-164-P05_txid1104597
1121303	Firmicutes-Clostridia	Firmicutes-Clostridia_Ruminiclostridium_cellobioparum__DSM1351_txid1121303
1121324	Firmicutes-Clostridia	Firmicutes-Clostridia_Peptoclostridium_litorale_DSM5388_txid1121324
1121400	Desulfobacterota	Desulfobacterota_Desulfobacterium_vacuolatum_DSM3385_txid1121400
1121405	Desulfobacterota	Desulfobacterota_Desulfococcus_multivorans_DSM2059_txid1121405
1121406	Desulfobacterota	Desulfobacterota_Desulfocurvus_vexinensis_DSM17965_G495DRAFT_txid1121406
1121418	Desulfobacterota	Desulfobacterota_Desulforhopalus_singaporensis_strain_DSM12130_txid1121418
1121435	Desulfobacterota	Desulfobacterota_Desulfovibrio_africanus_Benghazi_txid1121435
1121450	Desulfobacterota	Desulfobacterota_Desulfovibrio_halophilus_DSM5663_txid1121450
1121915	Desulfobacterota	Desulfobacterota_Geoalkalibacter_ferrihydriticus_txid1121915
1122597	Firmicutes-Clostridia	Firmicutes-Clostridia_Natronincola_peptidivorans_DSM18979_txid1122597
1122946	Desulfobacterota	Desulfobacterota_Pelobacter_seleniigenes_DSM18267_txid1122946
1130380	Spirochaetes	Spirochaetes__txid1130380
1131270	Nitrospina	Nitrospina_AB-629-B06_txid1131270
1131462	Firmicutes-Clostridia	Firmicutes-Clostridia_Dehalobacter_sp_CF_txid1131462
1134404	Ignavibacteria	Ignavibacteria_Ignavibacteriae_txid1134404
1147129	Firmicutes-Clostridia	Firmicutes-Clostridia_Dehalobacter_sp_DCA_txid1147129
1156500	TA06	TA06__txid1156500
1175296	Thermoplasmata	Thermoplasmata_Methanomassiliicoccus_luminyensis_B10_txid1175296
1198451	Euryarchaeota	Euryarchaeota_Methanoregulaceae_txid1198451
1203471	Desulfobacterota	Desulfobacterota_Geobacter_daltonii_FRC-32_txid1203471
1232437	Desulfobacterota	Desulfobacterota_Desulfobacula_sp_TS_txid1232437
1246637	Desulfobacterota	Desulfobacterota_Desulfamplus_magnetovallimortis_PRJEB14757_txid1246637
1256678	Desulfobacterota	Desulfobacterota_Desulfonatronum_zhilinae_Al915-01_txid1256678
1266765	Desulfobacterota	Desulfobacterota_Geobacter_sp_OR-1_txid1266765
1277350	Desulfobacterota	Desulfobacterota_Geobacter_sp_DSM9736_txid1277350
1286376	Desulfobacterota	Desulfobacterota_PSCGC_5451_txid1286376
1286377	Desulfobacterota	Desulfobacterota_PSCGC_5419_txid1286377
1289519	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_liquoris_DSM100320_txid1289519
1293042	Euryarchaeota	Euryarchaeota_Methanoculleus_chikugoensis_JCM10825_txid1293042
1294020	Desulfobacterota	Desulfobacterota_Desulfovibrio_brasiliensis_JCM12178_txid1294020
1294260	Desulfobacterota	Desulfobacterota_Geobacter_toluenoxydans_JCM15764_txid1294260
1294263	Firmicutes-Clostridia	Firmicutes-Clostridia_Hungateiclostridium_straminisolvens_JCM21531_txid1294263
1298915	Nitrospirae	Nitrospirae__txid1298915
1313211	Lentisphaerae	Lentisphaerae_Lentisphaeria_txid1313211
1318598	Bacteria	Bacteria_Dehalococcoidia_txid1318598
1324991	Chloroflexota	Chloroflexota_Anaerolineaceae_txid1324991
1329640	Spirochaetes	Spirochaetes_Alkalispirochaeta_odontotermitis_JC202_txid1329640
1330330	Thermotogae	Thermotogae_Kosmotoga_pacifica_SLHLJ1_txid1330330
1339256	Firmicutes-Clostridia	Firmicutes-Clostridia_Dehalobacter_sp_UNSWDHB_txid1339256
1340425	Desulfobacterota	Desulfobacterota_Geobacter_anodireducens_SD-1_txid1340425
1348163	Desulfobacterota	Desulfobacterota_Desulfocarbo_indianensis_SCBM_txid1348163
1351585	Firmicutes-Clostridia	Firmicutes-Clostridia_Lucifera_butyrica_LUCI_txid1351585
1367212	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridium_cellulosi_CS-4-4_txid1367212
1382363	Desulfobacterota	Desulfobacterota_JGI_A06048-F13_txid1382363
1382365	Desulfobacterota	Desulfobacterota_JGI_E06040-H20_txid1382365
1383028	Aminicenantes	Aminicenantes_Aminicenans_sakinawicola_JGI_OTU-1_OP8COM1_txid1383028
1390249	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfuribacillus_stibiiarsenatis_MLFW-2_txid1390249
1403365	Desulfobacterota	Desulfobacterota_Desulfobacterales_txid1403365
1429043	Desulfobacterota	Desulfobacterota_Desulfarculus_sp_SPR_txid1429043
1470392	Bacteria	Bacteria_Bryobacterales_txid1470392
1499966	Moduliflexus	Moduliflexus_Moduliflexus_flocculans_txid1499966
1508657	Firmicutes	Firmicutes_Ruminiclostridium_txid1508657
1510391	Desulfobacterota	Desulfobacterota_Geobacter_soli_GSS01_txid1510391
1510979	Desulfobacterota	Desulfobacterota_Syntrophaceae_txid1510979
1531958	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_BICA1-9_txid1531958
1536651	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_Tol-M_Ga0063340_txid1536651
1536652	Desulfobacterota	Desulfobacterota_Desulfobulbus_sp_Tol-SR_txid1536652
1538640	Desulfobacterota	Desulfobacterota_Smithella_sp_F21_txid1538640
1549126	Desulfobacterota	Desulfobacterota_Desulfatiglandales_HGW-15_2757320506_txid1549126
1560235	Spirochaetes	Spirochaetes_Marispirochaeta_associata_strain_JC231_txid1560235
1577788	Euryarchaeota	Euryarchaeota_Methanomassiliicoccaceae_txid1577788
1577790	Euryarchaeota	Euryarchaeota_Methanomassiliicoccales_txid1577790
1578174	Desulfobacterota	Desulfobacterota_Syntrophus_sp_G20_txid1578174
1591054	Thermococci	Thermococci_Thermococcus_sp_EP1_txid1591054
1603606	Desulfobacterota	Desulfobacterota_Desulfuromonas_soudanensi_WTL_txid1603606
1617025	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_I2_txid1617025
1629708	Desulfobacterota	Desulfobacterota_Desulfatitalea_sp_BRH_c12_txid1629708
1629713	Desulfobacterota	Desulfobacterota_Desulfobulbaceae_BRH_c16a_txid1629713
1629719	Firmicutes-Clostridia	Firmicutes-Clostridia_Clostridiaceae_BRH_c20a_txid1629719
1633135	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_BG_txid1633135
1635262	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfotomaculum_sp_46_296_txid1635262
1640514	Desulfobacterota	Desulfobacterota_CSP1-8_txid1640514
1641375	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfotomaculum_sp_46_80_txid1641375
1658110	Firmicutes-Clostridia	Firmicutes-Clostridia_Khelaifiella_massiliensis_Mt13_txid1658110
1671629	Firmicutes-Clostridia	Firmicutes-Clostridia_Syntrophomonas_sp_DTU018_txid1671629
1674866	Spirochaetes	Spirochaetes_Spirochaetales_Spiro_10_txid1674866
1674871	Chloroflexota	Chloroflexota_Anaerolineales_txid1674871
1674873	Desulfobacterota	Desulfobacterota_Syntrophobacterales_txid1674873
1675034	Euryarchaeota	Euryarchaeota_Methanomicrobia_DTU008_txid1675034
1703351	Bacteroidetes	Bacteroidetes_Bacteroides_sp_SM1_62_txid1703351
1703353	Bacteroidetes	Bacteroidetes_Bacteroides_sp_SM23_62_txid1703353
1703393	Chloroflexota	Chloroflexota_Dehalococcoidia_bacterium_DG_22_txid1703393
1703398	Desulfobacterota	Desulfobacterota_SG8_13_txid1703398
1703399	Desulfobacterota	Desulfobacterota_SM23_61_txid1703399
1703401	Desulfobacterota	Desulfobacterota_Desulfobacterales_SG8_35_2_txid1703401
1703409	Planctomycetes	Planctomycetes_Phycisphaerae_SG8_4_txid1703409
1703751	Saganbacteria	Saganbacteria__txid1703751
1703779	WOR-3	WOR-3_SM23_42_WOR-3_txid1703779
1704022	Nitrospira	Nitrospira__txid1704022
1704023	Nitrospirae	Nitrospirae_SG8_3_txid1704023
1704024	Nitrospirae	Nitrospirae_SG8_35_1_txid1704024
1713724	Euryarchaeota	Euryarchaeota_Methanomassiliicoccales_RumEn_M1_Ga0117923_txid1713724
1716143	Desulfobacterota	Desulfobacterota_Pseudodesulfovibrio_indicus_txid1716143
1734049	Firmicutes-Clostridia	Firmicutes-Clostridia_Serpentinicella_alkaliphila_DSM100013_txid1734049
1734395	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfitibacter_sp_BRH_c19_txid1734395
1734396	Firmicutes-Clostridia	Firmicutes-Clostridia_Desulfosporosinus_sp_BRH_c37_txid1734396
1734398	Firmicutes-Clostridia	Firmicutes-Clostridia_Gracilibacter_sp_BRH_c7a_txid1734398
1735324	Desulfobacterota	Desulfobacterota_Smithella_sp_SDB_txid1735324
1735326	Euryarchaeota	Euryarchaeota_Methanoculleus_sp_SDB_txid1735326
1748249	Nitrospirae	Nitrospirae_HCH-1_txid1748249
1752188	Actinobacteria	Actinobacteria__txid1752188
1783234	Bacteria	Bacteria__txid1783234
1783257	Bacteria	Bacteria__txid1783257
1783270	Bacteria	Bacteria__txid1783270
1794908	Euryarchaeota	Euryarchaeota_Methanolobus_sp_T82-4_txid1794908
1797268	Aminicenantes	Aminicenantes_Aminicenantes_bacterium_RBG_13_59_9_txid1797268
1797316	Bacteroidetes	Bacteroidetes_GWA2_32_17_txid1797316
1797343	Bacteroidetes	Bacteroidetes_GWF2_35_48_txid1797343
1797367	Bacteroidetes	Bacteroidetes_RIFOXYA12_FULL_35_11_txid1797367
1797374	Bacteroidetes	Bacteroidetes_RIFOXYC12_FULL_35_7_txid1797374
